xref_interpro,count,interpro_name
IPR036601,1,CBM10 superfamily (homologous_superfamily)
IPR036594,1,Methionine synthase domain (homologous_superfamily)
IPR052395,1,Electron Transfer Ferredoxin (family)
IPR036575,1,"Transcription elongation factor S-II, central domain superfamily (homologous_superfamily)"
IPR036540,1,Poxvirus chemokine inhibitor superfamily (homologous_superfamily)
IPR036684,1,Calcium-mediated lectin superfamily (homologous_superfamily)
IPR052079,1,E3 ubiquitin-ligases/Copine domain-containing protein (family)
IPR053956,1,"NPC1, middle luminal domain (domain)"
IPR036724,1,Cobalamin-binding domain superfamily (homologous_superfamily)
IPR036815,1,14-3-3 domain superfamily (homologous_superfamily)
IPR001130,1,3'-5' ssDNA/RNA exonuclease TatD-like (family)
IPR036803,1,"Porphobilinogen deaminase, C-terminal domain superfamily (homologous_superfamily)"
IPR036794,1,"ATP synthase delta/epsilon subunit, C-terminal domain superfamily (homologous_superfamily)"
IPR036790,1,Frizzled cysteine-rich domain superfamily (homologous_superfamily)
IPR051768,1,Bacterial secretion system and toxin (family)
IPR051794,1,Peptidoglycan Endopeptidase C40 (family)
IPR036775,1,"DNA polymerase, Y-family, little finger domain superfamily (homologous_superfamily)"
IPR036772,1,SRCR-like domain superfamily (homologous_superfamily)
IPR051811,1,Cytochrome c550/c551-like (family)
IPR051872,1,Cytochrome b5/Flavoprotein Reductase (family)
IPR051873,1,Cell wall assembly regulator KNR4/SMI1 (family)
IPR036771,1,"F0F1 ATP synthase delta/epsilon subunit, N-terminal (homologous_superfamily)"
IPR001134,1,Netrin domain (domain)
IPR051940,1,Chitin-binding developmental regulator (family)
IPR052054,1,Oxidative DNA damage repair enzyme (family)
IPR052060,1,Bromodomain and WD repeat-containing (family)
IPR036759,1,"Thiamin pyrophosphokinase, catalytic domain superfamily (homologous_superfamily)"
IPR036757,1,"Transferrin receptor-like, dimerisation domain superfamily (homologous_superfamily)"
IPR001137,1,Glycoside hydrolase family 11 (family)
IPR001156,1,Transferrin-like domain (domain)
IPR052509,1,Metal-responsive DNA-binding regulator (family)
IPR052582,1,tRNA-dihydrouridine synthase-like (family)
IPR052591,1,Probable calcium-binding protein CML21-like (family)
IPR036517,1,FF domain superfamily (homologous_superfamily)
IPR036411,1,TorD-like superfamily (homologous_superfamily)
IPR036400,1,Cytochrome b5-like heme/steroid binding domain superfamily (homologous_superfamily)
IPR053710,1,Arylamine N-acetyltransferase domain-containing protein (homologous_superfamily)
IPR001220,1,Legume lectin domain (domain)
IPR053742,1,Fungal Immunomodulatory Lectin (homologous_superfamily)
IPR001222,1,"Zinc finger, TFIIS-type (domain)"
IPR001226,1,"Flavodoxin, conserved site (conserved_site)"
IPR053768,1,Intense Sweet-Taste Modifier (homologous_superfamily)
IPR053778,1,Polyketide synthase Pks13 (family)
IPR036383,1,Thrombospondin type-1 (TSP1) repeat superfamily (homologous_superfamily)
IPR001241,1,"DNA topoisomerase, type IIA (family)"
IPR036375,1,Hemopexin-like domain superfamily (homologous_superfamily)
IPR053823,1,"CLIC, N-terminal domain (domain)"
IPR036365,1,PGBD-like superfamily (homologous_superfamily)
IPR053848,1,"DNA polymerase IV/DNA polymerase iota-like, thumb domain (domain)"
IPR036364,1,SEA domain superfamily (homologous_superfamily)
IPR036361,1,SAP domain superfamily (homologous_superfamily)
IPR053896,1,"Butyrophilin subfamily 3 member A2-like, Ig-C domain (domain)"
IPR036349,1,Integrin beta tail domain superfamily (homologous_superfamily)
IPR036344,1,Fungal immunomodulatory protein FIP-Fve superfamily (homologous_superfamily)
IPR053913,1,DarT1-associated NADAR antitoxin (family)
IPR001218,1,"Nucleocapsid protein, coronavirus (family)"
IPR036415,1,Lamin tail domain superfamily (homologous_superfamily)
IPR036416,1,Peptidyl-tRNA hydrolase superfamily (homologous_superfamily)
IPR036439,1,Dockerin domain superfamily (homologous_superfamily)
IPR052619,1,Bacteriophage lysozyme-like (family)
IPR036505,1,N-acetylmuramoyl-L-alanine amidase/PGRP domain superfamily (homologous_superfamily)
IPR001180,1,Citron homology (CNH) domain (domain)
IPR036480,1,"Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily (homologous_superfamily)"
IPR001188,1,Spermidine/putrescine-binding periplasmic protein (family)
IPR052622,1,Glycosyltransferase group 1 domain-containing protein (family)
IPR001190,1,SRCR domain (domain)
IPR036444,1,Phospholipase A2 domain superfamily (homologous_superfamily)
IPR001199,1,Cytochrome b5-like heme/steroid binding domain (domain)
IPR001202,1,WW domain (domain)
IPR053447,1,Alpha-ketoglutarate-dependent hydroxylase (family)
IPR036436,1,Disintegrin domain superfamily (homologous_superfamily)
IPR052790,1,YEATS domain-containing (family)
IPR036425,1,MoaB/Mog-like domain superfamily (homologous_superfamily)
IPR036424,1,Decaprenyl diphosphate synthase-like superfamily (homologous_superfamily)
IPR036423,1,"Superoxide dismutase-like, copper/zinc binding domain superfamily (homologous_superfamily)"
IPR052951,1,Tellurite Resistance Ion Channel (family)
IPR036421,1,"Iron dependent repressor, metal binding and dimerisation domain superfamily (homologous_superfamily)"
IPR001216,1,"Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site (binding_site)"
IPR053179,1,LINE-1 ORF2p reverse transcriptase/endonuclease (family)
IPR001162,1,"UvrC, RNAse H endonuclease domain (domain)"
IPR039726,1,Pre-mRNA-processing factor Prp40 (family)
IPR038665,1,Voltage-dependent anion channel superfamily (homologous_superfamily)
IPR000471,1,Interferon alpha/beta/delta (family)
IPR045078,1,Sulfurtransferase TST/MPST-like (family)
IPR045063,1,"Dynamin, N-terminal (domain)"
IPR050113,1,Ubiquitin-conjugating enzyme (family)
IPR050116,1,DNA polymerase type-Y (family)
IPR044995,1,
IPR044929,1,DNA/RNA non-specific endonuclease superfamily (homologous_superfamily)
IPR044927,1,Type VII secretion system protein EssD-like (domain)
IPR044926,1,"RGS, subdomain 2 (homologous_superfamily)"
IPR000215,1,Serpin family (family)
IPR044894,1,"TubC, N-terminal docking domain superfamily (homologous_superfamily)"
IPR000214,1,"Zinc finger, DNA glycosylase/AP lyase-type (domain)"
IPR000683,1,"Gfo/Idh/MocA-like oxidoreductase, N-terminal (domain)"
IPR000197,1,"Zinc finger, TAZ-type (domain)"
IPR050145,1,Centrin/CML-like (family)
IPR044862,1,"Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain (domain)"
IPR000515,1,"ABC transporter type 1, transmembrane domain MetI-like (domain)"
IPR044855,1,CoA-transferase family III domain 3 superfamily (homologous_superfamily)
IPR044852,1,WW domain-binding protein 2-like (family)
IPR000535,1,Major sperm protein (MSP) domain (domain)
IPR050160,1,Major Histocompatibility Complex/Immunoglobulin (family)
IPR000189,1,"Prokaryotic transglycosylase, active site (active_site)"
IPR044831,1,Heme-binding peroxidase Ccp1-like (family)
IPR045134,1,UHRF1/2-like (family)
IPR050111,1,C-type lectin and snaclec domain-containing protein (family)
IPR050110,1,Glyoxalase II family hydroxyacylglutathione hydrolases (family)
IPR050099,1,SIS family GmhA and DiaA subfamilies (family)
IPR045455,1,"NrS-1 polymerase-like, helicase domain (domain)"
IPR049896,1,Streptococcal M proteins C repeat (repeat)
IPR045354,1,BURAN domain (domain)
IPR049900,1,"Polyketide/metazoan fatty acid synthase, dehydratase domain (domain)"
IPR045353,1,LAIKA domain (domain)
IPR049912,1,"CRESS-DNA virus replication initiator protein, endonuclease domain (domain)"
IPR000425,1,Major intrinsic protein (family)
IPR045324,1,Small multidrug resistance protein (family)
IPR045322,1,E3 ubiquitin-protein ligase HECTD1/TRIP12-like (family)
IPR049924,1,"TonB, proline-rich region (domain)"
IPR045317,1,"E3 ubiquitin-protein ligase RGLG1/2, RING finger (domain)"
IPR050066,1,UvrABC system protein C (family)
IPR050072,1,"Peptidase M20A family, bacterial cell wall biosynthesis (family)"
IPR050074,1,Dihydroorotate dehydrogenase (family)
IPR045269,1,Serine/threonine-protein kinase Atg1-like (family)
IPR000433,1,"Zinc finger, ZZ-type (domain)"
IPR045216,1,"Casein Kinase 2, subunit alpha (family)"
IPR045199,1,ATPase family AAA domain-containing protein ATAD2-like (family)
IPR045189,1,E3 ubiquitin ligase UBR4-like (family)
IPR000225,1,Armadillo (repeat)
IPR000436,1,Sushi/SCR/CCP domain (domain)
IPR050168,1,AAA ATPase domain-containing protein (family)
IPR050177,1,Bifunctional lipid A modification and metabolic enzymes (family)
IPR044816,1,BURP domain-containing protein (family)
IPR000594,1,THIF-type NAD/FAD binding fold (domain)
IPR000629,1,"ATP-dependent RNA helicase DEAD-box, conserved site (conserved_site)"
IPR000648,1,Oxysterol-binding protein (family)
IPR044191,1,Chalcone--flavonone isomerase 3-like (family)
IPR044164,1,Chalcone--flavonone isomerase (family)
IPR000651,1,"Ras-like guanine nucleotide exchange factor, N-terminal (domain)"
IPR044152,1,NADPH dehydrogenase YqjM-like (family)
IPR044132,1,"Glutamine-binding periplasmic protein GlnH, type 2 periplasmic binding protein fold (domain)"
IPR044131,1,"Dual specificity tyrosine-phosphorylation-regulated kinase 1A/1B, catalytic domain (domain)"
IPR044114,1,"Bile acid receptor, ligand binding domain (domain)"
IPR044109,1,cAMP-dependent protein kinase catalytic subunit (family)
IPR044101,1,"Retinoid-related orphan receptors, DNA-binding domain (domain)"
IPR044090,1,"Nei2, N-terminal (domain)"
IPR044085,1,"D-galactose-binding periplasmic protein MglB-like, PBP domain (domain)"
IPR044070,1,Rubella virus (RUBV) nonstructural (NS) protease domain (domain)
IPR000176,1,mRNA methyltransferase-like (family)
IPR000663,1,Natriuretic peptide (family)
IPR044062,1,LCN-type cysteine-stabilized alpha/beta (CS-alpha/beta) domain (domain)
IPR050235,1,Casein Kinase 1 Ser/Thr Protein Kinase (family)
IPR044055,1,Long Rib domain (domain)
IPR044024,1,Atypical Rib domain (domain)
IPR044004,1,Spondin-like TSP1 domain (domain)
IPR000608,1,Ubiquitin-conjugating enzyme E2 (domain)
IPR050225,1,
IPR044731,1,Butanol dehydrogenase-like (family)
IPR000591,1,DEP domain (domain)
IPR044665,1,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, E. coli cyclophilin A-like (family)"
IPR044627,1,Dehydroascorbate reductases DHAR1/2/3/4 (family)
IPR050195,1,Primate lentivirus group Gag polyprotein-like (domain)
IPR000184,1,Bacterial surface antigen (D15) (domain)
IPR050200,1,Nuclear hormone receptor family NR3 subfamily (family)
IPR044494,1,Aldo-keto reductase family 3C2/3 (family)
IPR044492,1,"P-type ATPase, haloacid dehalogenase domain (domain)"
IPR044479,1,L-galactose dehydrogenase-like (family)
IPR044463,1,"DUS2, double-stranded RNA binding domain (domain)"
IPR044457,1,"ADAR1, third double-stranded RNA binding domain (domain)"
IPR044456,1,"ADAR1, first double-stranded RNA binding domain (domain)"
IPR000538,1,Link domain (domain)
IPR000550,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK (domain)"
IPR050209,1,Rab GTPases family involved in membrane trafficking (family)
IPR050224,1,Three Amino acid Loop Extension (TALE) homeobox (family)
IPR000562,1,Fibronectin type II domain (domain)
IPR000565,1,"DNA topoisomerase, type IIA, subunit B (family)"
IPR000571,1,"Zinc finger, CCCH-type (domain)"
IPR000585,1,Hemopexin-like domain (domain)
IPR044345,1,"Nucleocapsid (N) protein, N-terminal domain, coronavirus (domain)"
IPR044344,1,"Nucleocapsid (N) protein, C-terminal domain, coronavirus (domain)"
IPR045584,1,Pilin-like (homologous_superfamily)
IPR049895,1,"Streptococcal M protein, D repeats (repeat)"
IPR045800,1,Heavy metal binding domain (domain)
IPR047504,1,"F-box only protein 11, UBR-box (domain)"
IPR047399,1,"PHD finger protein 1, Tudor domain (domain)"
IPR047379,1,"Tudor domain-containing protein 3, Tudor domain (domain)"
IPR047312,1,"Coatomer subunit alpha, WD Associated Region (domain)"
IPR048568,1,"RTX toxin, C-terminal repeat (repeat)"
IPR047306,1,"RNA-dependent RNA polymerase, matonavirus (domain)"
IPR047296,1,"UvrC/Cho-like, GIY-YIG domain (domain)"
IPR048589,1,"SAM domain-containing protein 1-like, WH domain (domain)"
IPR047252,1,TP53-binding protein 1-like (family)
IPR047250,1,"TP53-binding protein 1-like, second BRCT domain (domain)"
IPR047249,1,"TP53-binding protein 1-like, first BRCT domain (domain)"
IPR047229,1,Nuclear factor interleukin-3-regulated protein-like (family)
IPR047198,1,"Diphosphoinositol polyphosphate phosphohydrolase-like, NUDIX domain (domain)"
IPR047141,1,Stealth family (family)
IPR000294,1,Gamma-carboxyglutamic acid-rich (GLA) domain (domain)
IPR048666,1,"NADPH-dependent reductive aminase-like, C-terminal domain (domain)"
IPR048670,1,"Translation initiation factor 5A-like, N-terminal (domain)"
IPR047109,1,Cinnamyl alcohol dehydrogenase-like (family)
IPR047106,1,"Nuclear factor interleukin-3-regulated protein-like , bZIP domain (domain)"
IPR047054,1,"Kalirin/Triple functional domain protein, pleckstrin homology (PH) domain 1 (domain)"
IPR047053,1,"Kalirin/Triple functional domain protein, SH3 domain 2 (domain)"
IPR048844,1,"LpdD-like, chaperone-like domain (domain)"
IPR047406,1,"E3 ubiquitin-protein ligase UHRF1, ubiquitin-like domain (domain)"
IPR047509,1,"E3 ubiquitin-protein ligase UBR4-like, UBR-box (domain)"
IPR047010,1,"PHD finger protein 1, PHD finger 2 (domain)"
IPR048511,1,"Transmembrane protein 106, N-terminal (domain)"
IPR048290,1,"Zona pellucida domain, chordate-type (domain)"
IPR048288,1,"Programmed cell death protein 10, dimerisation domain (domain)"
IPR048385,1,"ARC105/Med15 mediator subunit, central domain (domain)"
IPR000297,1,"Peptidyl-prolyl cis-trans isomerase, PpiC-type (domain)"
IPR048278,1,Profilin (family)
IPR048057,1,"Probable G protein-coupled receptor 34, 7TM (domain)"
IPR047711,1,Conjugated bile acid hydrolase (family)
IPR047672,1,"Cyclopropane mycolic acid synthase, actinobacteria (family)"
IPR048386,1,"ARC105/Med15 mediator subunit, C-terminal domain (domain)"
IPR000305,1,GIY-YIG endonuclease (domain)
IPR000308,1,14-3-3 protein (family)
IPR048388,1,"Tail fibre protein gp37, trimerization region (domain)"
IPR000323,1,"Copper type II, ascorbate-dependent monooxygenase, N-terminal (domain)"
IPR000324,1,Vitamin D receptor (family)
IPR048461,1,"Dermonecrotic toxin-like, C2 domain (domain)"
IPR047538,1,"Activating signal cointegrator 1 complex subunit 1, type I KH domain (domain)"
IPR047536,1,"E3 ubiquitin-protein ligase parkin, Rcat domain (domain)"
IPR047535,1,"E3 ubiquitin-protein ligase parkin, RING finger, HC subclass (domain)"
IPR047534,1,"E3 ubiquitin-protein ligase parkin, BRcat domain (domain)"
IPR048509,1,"Transmembrane protein 106, C-terminal domain (domain)"
IPR047533,1,"Peroxisomal biogenesis factor 6, second ATPase domain (domain)"
IPR047021,1,RNA exonuclease REXO1/REXO3/REXO4-like (family)
IPR046962,1,
IPR045841,1,"E3 ubiquitin-protein ligase UBR4, N-terminal (domain)"
IPR049419,1,"Reelin, subrepeat B (repeat)"
IPR000408,1,"Regulator of chromosome condensation, RCC1 (repeat)"
IPR049552,1,"Polyketide synthase, dehydratase domain, N-terminal (domain)"
IPR049637,1,Mitogen-activated protein kinase kinase kinase 7 (family)
IPR046348,1,SIS domain superfamily (homologous_superfamily)
IPR049702,1,Teichoic acid ribitol-phosphate polymerase TarL (family)
IPR049721,1,"VIM-type, metallo-hydrolase domain (domain)"
IPR046347,1,Basic-leucine zipper domain superfamily (homologous_superfamily)
IPR046346,1,"Aminoacid dehydrogenase-like, N-terminal domain superfamily (homologous_superfamily)"
IPR049730,1,"SNF2/RAD5-like, C-terminal helicase domain (domain)"
IPR045889,1,Methylesterase/Alpha-hydroxynitrile lyase (family)
IPR045886,1,ThiF/MoeB/HesA family (family)
IPR049758,1,Anti-CRISPR type I subtype E3-like (family)
IPR049824,1,"RtxA toxin-like, peptidase C80 cysteine binding domain (domain)"
IPR045869,1,"Bifunctional polymyxin resistance protein ArnA-like, extended (e) SDRs (domain)"
IPR045867,1,"DNA-directed RNA polymerase, subunit beta-prime (family)"
IPR045863,1,"CorA, transmembrane region (homologous_superfamily)"
IPR049892,1,Auxiliary Activity family 9 (family)
IPR045861,1,"CorA, cytoplasmic domain (homologous_superfamily)"
IPR045860,1,Snake toxin-like superfamily (homologous_superfamily)
IPR045857,1,"Oligo-1,6-glucosidase, domain 2 (homologous_superfamily)"
IPR000238,1,Ribosome-binding factor A (family)
IPR046358,1,"Flagellin, C-terminal domain (domain)"
IPR049391,1,"Fatty acid synthase, pseudo-KR domain (domain)"
IPR046938,1,DNA clamp superfamily (homologous_superfamily)
IPR049353,1,"DNA gyrase subunit B, hook (domain)"
IPR000326,1,Phosphatidic acid phosphatase type 2/haloperoxidase (domain)
IPR048921,1,"Bc2l-C, N-terminal domain (domain)"
IPR048941,1,"ATG1-like, MIT domain 2 (domain)"
IPR048950,1,"Ppx/GppA phosphatase, C-terminal (domain)"
IPR048955,1,"Cip1-like, core domain (domain)"
IPR046838,1,"BREX system Lon protease-like BrxL, N-terminal (domain)"
IPR048975,1,"Apoptotic protease-activating factor 1, winged-helix domain (domain)"
IPR046810,1,"Ezrin/radixin/moesin, alpha-helical domain (domain)"
IPR046785,1,"SrpA-like, SigLec-like domain (domain)"
IPR046776,1,Putative pectate lyase-like adhesive domain (repeat)
IPR046564,1,Protein of unknown function DUF6718 (family)
IPR046450,1,PA domain superfamily (homologous_superfamily)
IPR000330,1,"SNF2, N-terminal (domain)"
IPR000333,1,"Ser/Thr protein kinase, TGFB receptor (family)"
IPR000372,1,Leucine-rich repeat N-terminal domain (domain)
IPR000375,1,Dynamin stalk domain (domain)
IPR000390,1,Small drug/metabolite transporter protein family (family)
IPR000392,1,NifH/frxC family (family)
IPR049299,1,"Thioredoxin 2, N-terminal domain (domain)"
IPR046409,1,"Programmed cell death protein 10, dimerisation domain superfamily (homologous_superfamily)"
IPR049328,1,"Epidermal growth factor receptor-like, transmembrane-juxtamembrane segment (domain)"
IPR050236,1,"Serine/threonine-protein kinases, AGC (family)"
IPR050245,1,Bacterial extracellular foldase PrsA (family)
IPR038704,1,YEATS superfamily (homologous_superfamily)
IPR041089,1,SUB1 protease prodomain ProdP9 (domain)
IPR041354,1,"4'-phosphopantetheinyl transferase, N-terminal domain (domain)"
IPR041330,1,"KN17, SH3-like domain (domain)"
IPR041283,1,Leucine-rich repeat unit (repeat)
IPR041280,1,"Bacterial Ig domain, transpeptidase-associated (domain)"
IPR041263,1,"Gasdermin, PUB domain (domain)"
IPR041257,1,Adenomatous polyposis coli (APC) repeat (repeat)
IPR041241,1,"Thymine dioxygenase JBP1, DNA-binding domain (domain)"
IPR041201,1,"PTPRJ, transmembrane domain (domain)"
IPR041170,1,RING/Ubox-like zinc-binding domain (domain)
IPR050661,1,BglG family transcriptional antiterminators (family)
IPR041086,1,YAP binding domain (domain)
IPR050248,1,"Polysaccharide deacetylase, ArnD subfamily (family)"
IPR000938,1,CAP Gly-rich domain (domain)
IPR050682,1,Bacterial molybdate/tungstate-binding (family)
IPR041029,1,N-acetylglucosamine binding protein A domain 2 (domain)
IPR041015,1,Toll-like receptor 3 trans-membrane domain (domain)
IPR040969,1,"Insulin receptor, trans-membrane domain (domain)"
IPR040930,1,"AF-9, ANC1 homology domain (domain)"
IPR000082,1,SEA domain (domain)
IPR050693,1,Hsp70 Nucleotide Exchange Factors and Inhibitors (family)
IPR000959,1,POLO box domain (domain)
IPR040844,1,Phosphodiesterase 4 upstream conserved regions (UCR) (domain)
IPR000903,1,Glycylpeptide N-tetradecanoyltransferase (family)
IPR041423,1,DNA gyrase subunit B insert domain (domain)
IPR050649,1,Paired Homeobox Transcription Factors (family)
IPR050647,1,Plant LRR receptor-like serine/threonine-protein kinases (family)
IPR050555,1,Bacterial Solute-Binding Protein 2 (family)
IPR041789,1,"ERM family, FERM domain C-lobe (domain)"
IPR050566,1,Deoxyribonucleoside Kinase (family)
IPR050569,1,Trace Amine-Associated Receptor (family)
IPR050571,1,Class-IV Pyridoxal-Phosphate-Dependent Aminotransferase (family)
IPR041698,1,Methyltransferase domain 25 (domain)
IPR000895,1,Transthyretin/hydroxyisourate hydrolase (family)
IPR050595,1,Bacterial response regulator (family)
IPR041667,1,Cupin-like domain 8 (domain)
IPR041663,1,"DisA/LigA, helix-hairpin-helix motif (domain)"
IPR050603,1,MYST family histone acetyltransferases (family)
IPR041565,1,"Parkin, RING/Ubox like zinc-binding domain (domain)"
IPR050605,1,Olfactomedin-like domain-containing protein (family)
IPR050619,1,Flavodoxin (family)
IPR041476,1,"TRAF3-interacting protein 1, C-terminal domain (domain)"
IPR041470,1,"Gamma tubulin complex component protein, N-terminal (domain)"
IPR041464,1,"TubC, N-terminal docking domain (domain)"
IPR041452,1,APAF-1 helical domain (domain)
IPR041442,1,"PIH1D1/2/3, CS-like domain (domain)"
IPR041429,1,"Inositol-tetrakisphosphate 1-kinase, N-terminal (domain)"
IPR050636,1,C2H2-type zinc finger domain-containing protein (family)
IPR040706,1,"MYST, zinc finger domain (domain)"
IPR050698,1,RNA Processing Metallo-Beta-Lactamase Domain-Containing Protein (family)
IPR040622,1,"Integrin beta, epidermal growth factor-like domain 1 (domain)"
IPR039399,1,"Deltex, C-terminal domain superfamily (homologous_superfamily)"
IPR039396,1,"Deltex, C-terminal (domain)"
IPR039373,1,Transferrin receptor protein 1/Glutamate carboxypeptidase 2-like (family)
IPR050767,1,Sel1/AlgK (family)
IPR039363,1,Zinc finger protein 750 (family)
IPR039264,1,Tellurite resistance protein TehA (family)
IPR000975,1,Interleukin-1 family (family)
IPR050769,1,"N-acetyltransferase, camello-type (family)"
IPR039176,1,Osteocalcin (family)
IPR039175,1,Mitochondrial import inner membrane translocase subunit TIM22 (family)
IPR039128,1,Activating signal cointegrator 1-like (family)
IPR039064,1,"Zinc finger protein 750-like, zinc finger (domain)"
IPR050816,1,Flavin-dependent Halogenases in Natural Product Biosynthesis (family)
IPR050823,1,Plant Serine/Threonine-Protein Kinase (family)
IPR039022,1,Circadian clock protein KaiB-like (family)
IPR039008,1,"Intermediate filament, rod domain (domain)"
IPR038970,1,Polysaccharide lyase 8 (family)
IPR038785,1,Mitogen-activated protein kinase 13 (family)
IPR038770,1,Sodium/solute symporter superfamily (homologous_superfamily)
IPR000985,1,"Legume lectin, alpha chain, conserved site (conserved_site)"
IPR038720,1,"YprB, ribonuclease H-like domain (domain)"
IPR038718,1,"SNF2-like, N-terminal domain superfamily (homologous_superfamily)"
IPR039398,1,Deltex family (family)
IPR039413,1,"RON, Sema domain (domain)"
IPR050713,1,Receptor-type Tyrosine-protein Phosphatases/Ushers (family)
IPR000974,1,"Glycoside hydrolase, family 22, lysozyme (family)"
IPR040477,1,"Lysine-specific demethylase 4-like, Tudor domain (domain)"
IPR040468,1,"TRAF3-interacting protein 1, N-terminal (domain)"
IPR040464,1,"Inositol 1,3,4-trisphosphate 5/6-kinase, ATP-grasp domain (domain)"
IPR050723,1,Cyclopropane Fatty Acid Synthase/Methyltransferase (family)
IPR040457,1,"Gamma tubulin complex component, C-terminal (domain)"
IPR040393,1,Three-prime repair exonuclease 1/2 (family)
IPR040265,1,Protein CHUP1/IPGA1-like (family)
IPR050728,1,Extracellular Zinc Metalloprotease M4 (family)
IPR050734,1,"PIH1 family, Kintoun subfamily (family)"
IPR040102,1,WD repeat-containing protein 41 (family)
IPR050745,1,Multifunctional regulatory proteins (family)
IPR039944,1,"VSIG4, immunoglobulin variable (IgV)-like domain (domain)"
IPR039939,1,V-set and immunoglobulin domain-containing protein 4 (family)
IPR050754,1,Peptidyl-prolyl cis-trans isomerase FKBP4/5/8-like (family)
IPR039910,1,Surface antigen D15-like (family)
IPR039733,1,Protein N-terminal glutamine amidohydrolase (family)
IPR048327,1,"Dyp-type peroxidase, N-terminal domain (domain)"
IPR039724,1,WD repeat-containing protein 91 (family)
IPR039512,1,"RCHY1, zinc-ribbon (domain)"
IPR039510,1,Vint domain (domain)
IPR039448,1,Right handed beta helix domain (domain)
IPR050553,1,Thioredoxin family ResA/DsbE subfamily (family)
IPR050546,1,Glycosyl Hydrolase Family 16 (family)
IPR041890,1,Carbonic anhydrase VII (family)
IPR000817,1,Prion protein (family)
IPR000834,1,"Peptidase M14, carboxypeptidase A (domain)"
IPR043151,1,Bromo adjacent homology (BAH) domain superfamily (homologous_superfamily)
IPR050325,1,Protein/nucleic acid deglycase (family)
IPR043145,1,"Zinc finger, ZZ-type superfamily (homologous_superfamily)"
IPR050350,1,Complement & Cell Adhesion Regulators (family)
IPR043132,1,"Branched-chain-amino-acid aminotransferase-like, C-terminal (homologous_superfamily)"
IPR043131,1,"Branched-chain-amino-acid aminotransferase-like, N-terminal (homologous_superfamily)"
IPR000850,1,Adenylate kinase/UMP-CMP kinase (family)
IPR050369,1,Respiratory burst oxidase/Ferric reductase (family)
IPR000853,1,"Metallothionein, family 6, nematoda (family)"
IPR043111,1,"JBP1, DNA-binding domain superfamily (homologous_superfamily)"
IPR043096,1,"Poxvirus mRNA capping enzyme, small subunit superfamily (homologous_superfamily)"
IPR043079,1,"EV matrix protein, N-terminal (homologous_superfamily)"
IPR043078,1,"Sialyltransferase, N-terminal GT-B Rossman nucleotide-binding domain (homologous_superfamily)"
IPR050374,1,RRT5/SRSF/Splicing Factor SR (family)
IPR043015,1,"Arenavirus glycoprotein, zinc binding domain (homologous_superfamily)"
IPR042916,1,C-type lectin domain family 12 member A/B (family)
IPR042837,1,Pentraxin-related protein PTX3 (family)
IPR042787,1,"M3K14, catalytic domain (domain)"
IPR042714,1,"Tau-tubulin kinase 1, catalytic domain (domain)"
IPR042699,1,"E3 ubiquitin-protein ligase TRIM58, RING finger, HC subclass (domain)"
IPR000818,1,TEA/ATTS domain (domain)
IPR043210,1,CD44 antigen-like (family)
IPR042579,1,"XIAP/BIRC8, UBA domain (domain)"
IPR043385,1,Granule associated Rac and RHOG effector protein 1 (family)
IPR000709,1,Leu/Ile/Val-binding protein (family)
IPR050252,1,Beta/Gamma-Crystallin (family)
IPR050258,1,Leguminous Lectin (family)
IPR000716,1,Thyroglobulin type-1 (domain)
IPR034457,1,Organic radical-activating enzymes (family)
IPR000720,1,Peptidylglycine alpha-hydroxylating monooxygenase/peptidyl-hydroxyglycine alpha-amidating lyase (family)
IPR000730,1,"Proliferating cell nuclear antigen, PCNA (family)"
IPR000731,1,Sterol-sensing domain (domain)
IPR000164,1,Histone H3/CENP-A (family)
IPR050263,1,Bacterial Fimbrial Adherence (family)
IPR050273,1,GppA/Ppx guanosine pentaphosphate hydrolase (family)
IPR000159,1,Ras-associating domain (domain)
IPR043505,1,"Nucleocapsid protein, betacoronavirus (family)"
IPR000760,1,Inositol monophosphatase-like (family)
IPR050285,1,STE20 Serine/Threonine-Protein Kinase (family)
IPR050295,1,Plant 2-oxoglutarate-dependent oxidoreductases (family)
IPR000774,1,"Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal (domain)"
IPR050296,1,Antennapedia-type homeobox (family)
IPR000798,1,Ezrin/radixin/moesin-like (family)
IPR050312,1,IolE/XylA/MocC-like (family)
IPR000801,1,Esterase-like (family)
IPR050390,1,DNA Cytosine-5 Methyltransferase (family)
IPR050404,1,Heme-degrading monooxygenase (family)
IPR041891,1,"Carbonic anhydrase, prokaryotic-like (family)"
IPR050467,1,Leucine-rich repeat and fibronectin type-III domain-containing (family)
IPR042100,1,"Bordetella uptake gene, domain 1 (homologous_superfamily)"
IPR050470,1,Type IV Pilus and Type II Secretion System Core (family)
IPR050482,1,Sensor Histidine Kinase Two-Component System (family)
IPR042095,1,Sulfatase-modifying factor enzyme superfamily (homologous_superfamily)
IPR000115,1,Phosphoribosylglycinamide synthetase (family)
IPR050492,1,Bacterial metal-binding protein 9 (family)
